topic	file	result	exit	time_ms	message
crypto	external/node-tests/test/parallel/test-crypto-keygen-empty-passphrase-no-prompt.js	fail	1	703	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/crypto.js:6: mutating the [[Prototype]] of an object will cause your code to run very slowly; instead create the object with the correct initial [[Prototype]] value using Obje
crypto	external/node-tests/test/parallel/test-crypto-keygen-invalid-parameter-encoding-dsa.js	pass	0	716	
crypto	external/node-tests/test/parallel/test-crypto-keygen-invalid-parameter-encoding-ec.js	pass	0	1039	
crypto	external/node-tests/test/parallel/test-crypto-keygen-key-object-without-encoding.js	fail	1	17775	timer: { |   "name": "AssertionError", |   "message": "object !== string"
crypto	external/node-tests/test/parallel/test-crypto-keygen-key-objects.js	fail	1	17561	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-crypto-keygen-key-objects.js:23: SyntaxError: identifier starts immediately after numeric literal | /Users/macuser/tmp/ionpower-node/test/vend
crypto	external/node-tests/test/parallel/test-crypto-keygen-missing-oid.js	fail	1	679	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/crypto.js:6: mutating the [[Prototype]] of an object will cause your code to run very slowly; instead create the object with the correct initial [[Prototype]] value using Obje
crypto	external/node-tests/test/parallel/test-crypto-keygen-no-rsassa-pss-params.js	fail	1	15298	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-crypto-keygen-no-rsassa-pss-params.js:20: SyntaxError: identifier starts immediately after numeric literal | /Users/macuser/tmp/ionpower-node/
crypto	external/node-tests/test/parallel/test-crypto-keygen-non-standard-public-exponent.js	fail	1	17497	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-crypto-keygen-non-standard-public-exponent.js:25: SyntaxError: identifier starts immediately after numeric literal | /Users/macuser/tmp/ionpow
crypto	external/node-tests/test/parallel/test-crypto-keygen-promisify.js	pass	0	6402	
crypto	external/node-tests/test/parallel/test-crypto-keygen-raw.js	fail	1	729	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-crypto-keygen-raw.js:19: TypeError: process.features is undefined
crypto	external/node-tests/test/parallel/test-crypto-keygen-rfc8017-9-1.js	fail	1	15092	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-crypto-keygen-rfc8017-9-1.js:24: SyntaxError: identifier starts immediately after numeric literal | /Users/macuser/tmp/ionpower-node/test/vend
crypto	external/node-tests/test/parallel/test-crypto-keygen-rfc8017-a-2-3.js	fail	1	15674	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-crypto-keygen-rfc8017-a-2-3.js:21: SyntaxError: identifier starts immediately after numeric literal | /Users/macuser/tmp/ionpower-node/test/ve
crypto	external/node-tests/test/parallel/test-crypto-keygen-rsa-pss.js	fail	1	17556	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-crypto-keygen-rsa-pss.js:29: SyntaxError: identifier starts immediately after numeric literal | /Users/macuser/tmp/ionpower-node/test/vendor/b
crypto	external/node-tests/test/parallel/test-crypto-keygen-sync.js	fail	1	7774	:0: AssertionError: object !== string
crypto	external/node-tests/test/parallel/test-crypto-keygen.js	fail	1	742	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/crypto.js:6: mutating the [[Prototype]] of an object will cause your code to run very slowly; instead create the object with the correct initial [[Prototype]] value using Obje
crypto	external/node-tests/test/parallel/test-crypto-lazy-transform-writable.js	fail	1	749	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-crypto-lazy-transform-writable.js:15: TypeError: hasher1.write is not a function
crypto	external/node-tests/test/parallel/test-crypto-no-algorithm.js	fail	1	708	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/crypto.js:6: mutating the [[Prototype]] of an object will cause your code to run very slowly; instead create the object with the correct initial [[Prototype]] value using Obje
crypto	external/node-tests/test/parallel/test-crypto-oaep-zero-length.js	timeout	-1	40048	30s timeout
crypto	external/node-tests/test/parallel/test-crypto-oneshot-hash-xof.js	fail	1	1315	<ionpower-node bootstrap>:1471: Error: crypto: algorithm shake128 not supported (md5/sha1/sha224/sha256/sha384/sha512 inline)
crypto	external/node-tests/test/parallel/test-crypto-oneshot-hash.js	fail	1	1253	:0: AssertionError
crypto	external/node-tests/test/parallel/test-crypto-op-during-process-exit.js	timeout	-1	40040	30s timeout
crypto	external/node-tests/test/parallel/test-crypto-padding-aes256.js	skip	0	839	
crypto	external/node-tests/test/parallel/test-crypto-padding.js	fail	1	1019	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/crypto.js:6: mutating the [[Prototype]] of an object will cause your code to run very slowly; instead create the object with the correct initial [[Prototype]] value using Obje
crypto	external/node-tests/test/parallel/test-crypto-pbkdf2.js	fail	1	1046	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/crypto.js:6: mutating the [[Prototype]] of an object will cause your code to run very slowly; instead create the object with the correct initial [[Prototype]] value using Obje
crypto	external/node-tests/test/parallel/test-crypto-pqc-key-objects-ml-dsa.js	timeout	-1	40028	30s timeout
crypto	external/node-tests/test/parallel/test-crypto-pqc-key-objects-ml-kem.js	timeout	-1	40028	30s timeout
crypto	external/node-tests/test/parallel/test-crypto-pqc-key-objects-slh-dsa.js	timeout	-1	40059	30s timeout
crypto	external/node-tests/test/parallel/test-crypto-pqc-keygen-ml-dsa.js	fail	1	1077	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/crypto.js:6: mutating the [[Prototype]] of an object will cause your code to run very slowly; instead create the object with the correct initial [[Prototype]] value using Obje
crypto	external/node-tests/test/parallel/test-crypto-pqc-keygen-ml-kem.js	fail	1	1223	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/crypto.js:6: mutating the [[Prototype]] of an object will cause your code to run very slowly; instead create the object with the correct initial [[Prototype]] value using Obje
crypto	external/node-tests/test/parallel/test-crypto-pqc-keygen-slh-dsa.js	fail	1	1226	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/crypto.js:6: mutating the [[Prototype]] of an object will cause your code to run very slowly; instead create the object with the correct initial [[Prototype]] value using Obje
crypto	external/node-tests/test/parallel/test-crypto-pqc-sign-verify-ml-dsa.js	timeout	-1	40069	30s timeout
crypto	external/node-tests/test/parallel/test-crypto-prime.js	timeout	-1	40028	30s timeout
crypto	external/node-tests/test/parallel/test-crypto-private-decrypt-gh32240.js	fail	1	1472	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/crypto.js:6: mutating the [[Prototype]] of an object will cause your code to run very slowly; instead create the object with the correct initial [[Prototype]] value using Obje
crypto	external/node-tests/test/parallel/test-crypto-psychic-signatures.js	timeout	-1	40087	30s timeout
crypto	external/node-tests/test/parallel/test-crypto-publicDecrypt-fails-first-time.js	fail	1	1075	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/crypto.js:6: mutating the [[Prototype]] of an object will cause your code to run very slowly; instead create the object with the correct initial [[Prototype]] value using Obje
crypto	external/node-tests/test/parallel/test-crypto-random.js	timeout	-1	40052	30s timeout
crypto	external/node-tests/test/parallel/test-crypto-randomfillsync-regression.js	pass	0	1450	
crypto	external/node-tests/test/parallel/test-crypto-randomuuid.js	timeout	1	32781	30s timeout
crypto	external/node-tests/test/parallel/test-crypto-randomuuidv7.js	fail	1	23108	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-crypto-randomuuidv7.js:22: SyntaxError: expected expression, got ')' | /Users/macuser/tmp/ionpower-node/test/vendor/babel.js:1: mutating the [
crypto	external/node-tests/test/parallel/test-crypto-rsa-dsa.js	fail	1	819	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/crypto.js:6: mutating the [[Prototype]] of an object will cause your code to run very slowly; instead create the object with the correct initial [[Prototype]] value using Obje
crypto	external/node-tests/test/parallel/test-crypto-rsa-pss-default-salt-length.js	fail	1	696	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/fixtures.js:25: Error: ENOENT: No such file or directory, open '/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/../fixtures/keys/rsa_private.pem'
crypto	external/node-tests/test/parallel/test-crypto-scrypt.js	timeout	-1	40039	30s timeout
crypto	external/node-tests/test/parallel/test-crypto-sec-level.js	fail	1	1070	<ionpower-node internal>:2: Error: require: cannot find module 'internal/crypto/util' from '/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel'
crypto	external/node-tests/test/parallel/test-crypto-secret-keygen.js	fail	1	1111	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-crypto-secret-keygen.js:90: TypeError: generateKeySync is not a function
crypto	external/node-tests/test/parallel/test-crypto-secure-heap.js	fail	1	1075	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/crypto.js:6: mutating the [[Prototype]] of an object will cause your code to run very slowly; instead create the object with the correct initial [[Prototype]] value using Obje
crypto	external/node-tests/test/parallel/test-crypto-sign-verify.js	fail	1	1453	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/crypto.js:144: TypeError: process.config is undefined
crypto	external/node-tests/test/parallel/test-crypto-stream.js	fail	1	1092	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/crypto.js:6: mutating the [[Prototype]] of an object will cause your code to run very slowly; instead create the object with the correct initial [[Prototype]] value using Obje
crypto	external/node-tests/test/parallel/test-crypto-subtle-cross-realm.js	timeout	-1	40088	30s timeout
crypto	external/node-tests/test/parallel/test-crypto-subtle-zero-length.js	timeout	-1	40029	30s timeout
crypto	external/node-tests/test/parallel/test-crypto-update-encoding.js	fail	1	1889	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-crypto-update-encoding.js:15: TypeError: crypto.createSign is not a function
crypto	external/node-tests/test/parallel/test-crypto-verify-failure.js	fail	1	1625	<ionpower-node internal>:2: Error: require: cannot find module 'tls' from '/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel'
crypto	external/node-tests/test/parallel/test-crypto-webcrypto-aes-decrypt-tag-too-small.js	fail	1	2174	mustCall: expected 1 calls, got 0
crypto	external/node-tests/test/parallel/test-crypto-worker-thread.js	timeout	-1	40086	30s timeout
crypto	external/node-tests/test/parallel/test-crypto-x509.js	fail	1	1883	<ionpower-node internal>:2: Error: require: cannot find module 'internal/crypto/x509' from '/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel'
